순위,종목,보유인원,총주수
1806,LS티라유텍,1,100
1807,모아데이타,1,100
1808,에스맥,1,99
1809,에스엠벡셀,1,98
1810,영풍,1,97
1811,진양제약,1,95
1812,파세코,1,92
1813,레고켐바이오,1,92
1814,에스피시스템스,1,90
1815,한국특강,1,88
1816,구영테크,1,87
1817,한솔아이원스,1,86
1818,대동전자,1,84
1819,네이버,1,84
1820,동아엘텍,1,81
1821,부방,1,80
1822,키이스트,1,80
1823,화성산업,1,80
1824,알파AI,1,80
1825,솔루스첨단소재1우,1,80
1826,네이블,1,77
1827,현우산업,1,76
1828,금호에이치티,1,76
1829,한국토지신탁,1,76
1830,셀비온,1,75
1831,큐알티,1,74
1832,CJ제일제당우,1,73
1833,프럼파스트,1,70
1834,라온테크,1,70
1835,아미코젠,1,70
1836,코스메카코리아,1,68
1837,제이투케이바이오,1,66
1838,아이디스홀딩스,1,65
1839,LIG디펜스앤에어로스페이스,1,64
1840,인팩,1,64
1841,E1,1,63
1842,엠에스씨,1,63
1843,제넨바이오,1,62
1844,코오롱글로벌,1,61
1845,누보,1,60
1846,한양디지텍,1,60
1847,알엔투테크놀로지,1,60
1848,오브젠,1,60
1849,한일사료,1,60
1850,대호피앤씨,1,60
1851,엘엠에스,1,60
1852,엔에스엔,1,58
1853,센트랄모텍,1,58
1854,에스에너지,1,58
1855,두산중공업,1,56
1856,이엔셀,1,56
1857,서울리거,1,56
1858,동운아나텍,1,55
1859,신화콘텍,1,55
1860,에이프로젠H&G,1,55
1861,파멥신,1,53
1862,윈스테크넷,1,53
1863,크레버스,1,50
1864,삼현철강,1,50
1865,셀레스트라,1,50
1866,메가엠디,1,50
1867,KSS해운,1,50
1868,롯데지주우,1,50
1869,풍국주정,1,50
1870,에이테크솔루션,1,50
1871,체리부로,1,50
1872,아이엠비디엑스,1,50
1873,유유제약1우,1,50
1874,고스트스튜디오,1,50
1875,엔케이물산,1,50
1876,무림P&P,1,48
1877,인스피언,1,45
1878,앤로보틱스,1,45
1879,삼양홀딩스,1,45
1880,아모센스,1,44
1881,SNT홀딩스,1,44
1882,계양전기,1,41
1883,AP시스템,1,41
1884,원일티엔아이,1,41
1885,율호,1,40
1886,헥토파이낸셜,1,40
1887,인포뱅크,1,40
1888,대정화금,1,40
1889,NC,1,40
1890,엠에프씨,1,40
1891,사조산업,1,40
1892,에브리봇,1,40
1893,쎄트렉아이,1,39
1894,조광피혁,1,37
1895,세아제강지주,1,37
1896,흥국화재,1,37
1897,세종텔레콤,1,36
1898,포스뱅크,1,36
1899,에이치피오,1,36
1900,애니플러스,1,34
1901,한국화장품제조,1,34
1902,지티지웰니스,1,34
1903,한진칼우,1,33
1904,솔트웨어,1,32
1905,라온시큐어,1,32
1906,하이소닉,1,31
1907,레이저옵텍,1,30
1908,프로텍,1,30
1909,빛샘전자,1,30
1910,피에스텍,1,30
1911,아모텍,1,30
1912,매커스,1,30
1913,위즈코프,1,29
1914,국보디자인,1,28
1915,제우스,1,27
1916,동원F&B,1,27
1917,쿠쿠홈시스,1,26
1918,에이디칩스,1,25
1919,대한과학,1,25
1920,CS홀딩스,1,24
1921,쏘카,1,22
1922,피씨엘,1,22
1923,쿠쿠홀딩스,1,22
1924,자이글,1,21
1925,삼화페인트,1,21
1926,노루페인트우,1,21
1927,성우테크론,1,20
1928,코세스,1,20
1929,롯데칠성,1,20
1930,서플러스글로벌,1,20
1931,서흥,1,20
1932,플라즈맵,1,20
1933,세기상사,1,20
1934,두산2우B,1,20
1935,샘표,1,20
1936,대덕1우,1,20
1937,지놈앤컴퍼니,1,20
1938,삼강엠앤티,1,20
1939,녹십자웰빙,1,20
1940,솔루스첨단소재2우B,1,20
1941,넥스트바이오메디컬,1,18
1942,대신정보통신,1,18
1943,깨끗한나라,1,18
1944,데일리블록체인,1,17
1945,나무가,1,16
1946,한켐,1,16
1947,이노테크,1,16
1948,소프트캠프,1,15
1949,가온전선,1,15
1950,엔에프씨,1,15
1951,KCC건설,1,15
1952,부국증권우,1,15
1953,예스24,1,15
1954,지니너스,1,15
1955,한국피아이엠,1,15
1956,원방테크,1,15
1957,롯데칠성우,1,14
1958,큐로,1,14
1959,유수홀딩스,1,14
1960,아이톡시,1,14
1961,소리바다,1,14
1962,옵티팜,1,14
1963,우리산업,1,14
1964,이크레더블,1,13
1965,액션스퀘어,1,13
1966,뉴온,1,12
1967,남해화학,1,12
1968,에르코스,1,12
1969,CNT85,1,12
1970,성호전자,1,12
1971,코웰패션,1,12
1972,신테카바이오,1,12
1973,이트론,1,11
1974,에스앤더블류,1,11
1975,데이타솔루션,1,10
1976,한국쉘석유,1,10
1977,노루홀딩스우,1,10
1978,아이스크림미디어,1,10
1979,청담글로벌,1,10
1980,상지건설,1,10
1981,엑시콘,1,10
1982,써니전자,1,10
1983,동인기연,1,10
1984,동양이엔피,1,10
1985,인터플렉스,1,10
1986,참엔지니어링,1,10
1987,레이언스,1,10
1988,IBKS제24호스팩,1,10
1989,SK증권제11호스팩,1,10
1990,유유제약,1,10
1991,시공테크,1,10
1992,동성제약,1,10
1993,코리아에프티,1,10
1994,쌍방울,1,10
1995,한국기업평가,1,10
1996,브레인즈컴퍼니,1,10
1997,바이오포트,1,10
1998,메타케어,1,10
1999,세우글로벌,1,10
2000,큐에스아이,1,10
2001,블리츠웨이엔터테인먼트,1,10
2002,삼보판지,1,10
2003,솔고바이오,1,10
2004,나이벡,1,10
2005,기아차,1,9
2006,앤씨앤,1,9
2007,하나머티리얼즈,1,9
2008,하나30호스팩,1,9
2009,BGF리테일,1,9
2010,현대에너지솔루션,1,8
2011,하나31호스팩,1,8
2012,카스,1,8
2013,미원화학,1,8
2014,SKAI,1,8
2015,세아제강,1,7
2016,폰드그룹,1,7
2017,데이원컴퍼니,1,7
2018,벡트,1,7
2019,엑세스바이오,1,7
2020,모비릭스,1,7
2021,해성디에스,1,7
2022,NHN한국사이버결제,1,7
2023,에이팩트,1,7
2024,삐아,1,6
2025,산돌,1,6
2026,신세계I&C,1,6
2027,한국맥널티,1,6
2028,아스플로,1,6
2029,이화전기,1,5
2030,유비온,1,5
2031,이글벳,1,5
2032,제이스텍,1,5
2033,지디,1,5
2034,천일고속,1,5
2035,더즌,1,5
2036,LB인베스트먼트,1,5
2037,래몽래인,1,5
2038,세중,1,5
2039,유화증권,1,5
2040,더블유게임즈,1,4
2041,오킨스전자,1,4
2042,동국생명과학,1,4
2043,삼미금속,1,4
2044,미래에셋비전스팩5호,1,4
2045,파로스아이바이오,1,4
2046,삼진,1,4
2047,DH오토넥스,1,4
2048,깨끗한나라우,1,4
2049,신한제12호스팩,1,4
2050,한국제15호스팩,1,4
2051,더코디,1,4
2052,크라운제과,1,4
2053,태영건설,1,4
2054,대림산업,1,4
2055,인화정공,1,4
2056,삼성화재해상보험,1,4
2057,국보,1,3
2058,제이에스링크,1,3
2059,흥구석유,1,3
2060,에어부산,1,3
2061,뉴키즈온,1,3
2062,모티브링크,1,3
2063,CJ바이오사이언스,1,3
2064,에코아이,1,3
2065,SK디스커버리우,1,3
2066,디티앤씨,1,3
2067,씨이랩,1,3
2068,우듬지팜,1,3
2069,디에이치엑스컴퍼니,1,2
2070,KCC,1,2
2071,세니젠,1,2
2072,부스타,1,2
2073,덕산하이메탈,1,2
2074,제닉,1,2
2075,에스텍,1,2
2076,유성기업,1,2
2077,세나테크놀로지,1,2
2078,아바텍,1,2
2079,티엠씨,1,2
2080,시큐센,1,2
2081,씨케이솔루션,1,2
2082,엠게임,1,2
2083,풍원정밀,1,2
2084,에스와이,1,2
2085,소노스퀘어,1,2
2086,엔시스,1,1
2087,큐캐피탈,1,1
2088,HLB바이오스텝,1,1
2089,중앙에너비스,1,1
2090,현대코퍼레이션,1,1
2091,제이엠티,1,1
2092,알멕,1,1
2093,CJ프레시웨이,1,1
2094,형지글로벌,1,1
2095,세림B&G,1,1
2096,IPARK현대산업개발,1,1
2097,디케이티,1,1
2098,비츠로넥스텍,1,1
2099,태양금속,1,1
2100,대양전기공업,1,1
2101,NEW,1,1
2102,동일고무벨트,1,1
2103,갤럭시아에스엠,1,1
2104,현대상선,1,1
2105,오가닉티코스메틱,1,1
2106,오로라,1,1
2107,펨트론,1,1
2108,HB인베스트먼트,1,1
2109,금양그린파워,1,1
2110,다원넥스뷰,1,1
2111,모니터랩,1,1
2112,쎄크,1,1
2113,덕신이피씨,1,1
2114,포톤,1,1
2115,서울식품공업,1,1
2116,지엔코,1,1
2117,쎄노텍,1,1
2118,윈스,1,1
2119,제일테크노스,1,1
2120,삼익악기,1,1
2121,휴비츠,1,1
2122,아모그린텍,1,1
2123,삼영에스앤씨,1,1
2124,아모레G3우(전환),1,1
